NFECHA,IDX,TheYear,TheDate,DEPARTAMENTO,CANT
12 Ago,812,2018,2018-08-12,SAN MARTIN,9
12 Ago,812,2018,2018-08-12,LORETO,6
12 Ago,812,2018,2018-08-12,PASCO,2
12 Ago,812,2018,2018-08-12,HUANUCO,14
12 Ago,812,2018,2018-08-12,TUMBES,2
12 Ago,812,2018,2018-08-12,LA LIBERTAD,23
12 Ago,812,2018,2018-08-12,ICA,12
12 Ago,812,2018,2018-08-12,MADRE DE DIOS,1
12 Ago,812,2018,2018-08-12,CAJAMARCA,9
12 Ago,812,2018,2018-08-12,PUNO,18
12 Ago,812,2018,2018-08-12,JUNIN,15
12 Ago,812,2018,2018-08-12,AMAZONAS,2
12 Ago,812,2018,2018-08-12,LIMA,109
12 Ago,812,2018,2018-08-12,APURIMAC,6
12 Ago,812,2018,2018-08-12,CUSCO,21
12 Ago,812,2018,2018-08-12,AREQUIPA,21
12 Ago,812,2018,2018-08-12,ANCASH,18
12 Ago,812,2018,2018-08-12,AYACUCHO,4
12 Ago,812,2018,2018-08-12,EXTRANJERO,2
12 Ago,812,2018,2018-08-12,PIURA,16
12 Ago,812,2018,2018-08-12,CALLAO,17
12 Ago,812,2019,2019-08-12,UCAYALI,4
12 Ago,812,2019,2019-08-12,CALLAO,13
12 Ago,812,2019,2019-08-12,PIURA,10
12 Ago,812,2019,2019-08-12,HUANUCO,11
12 Ago,812,2019,2019-08-12,SAN MARTIN,5
12 Ago,812,2019,2019-08-12,TUMBES,2
12 Ago,812,2019,2019-08-12,PUNO,17
12 Ago,812,2019,2019-08-12,ICA,17
12 Ago,812,2019,2019-08-12,JUNIN,20
12 Ago,812,2019,2019-08-12,LIMA,94
12 Ago,812,2019,2019-08-12,MADRE DE DIOS,2
12 Ago,812,2019,2019-08-12,CAJAMARCA,10
12 Ago,812,2019,2019-08-12,LORETO,6
12 Ago,812,2019,2019-08-12,AMAZONAS,8
12 Ago,812,2019,2019-08-12,PASCO,3
12 Ago,812,2019,2019-08-12,TACNA,5
12 Ago,812,2019,2019-08-12,LA LIBERTAD,25
12 Ago,812,2019,2019-08-12,SIN REGISTRO,1
12 Ago,812,2019,2019-08-12,ANCASH,17
12 Ago,812,2019,2019-08-12,MOQUEGUA,1
12 Ago,812,2019,2019-08-12,AREQUIPA,19
12 Ago,812,2019,2019-08-12,HUANCAVELICA,10
12 Ago,812,2019,2019-08-12,APURIMAC,3
12 Ago,812,2019,2019-08-12,AYACUCHO,7
12 Ago,812,2019,2019-08-12,LAMBAYEQUE,1
12 Ago,812,2019,2019-08-12,CUSCO,14
12 Ago,812,2020,2020-08-12,HUANCAVELICA,12
12 Ago,812,2020,2020-08-12,TACNA,17
12 Ago,812,2020,2020-08-12,MADRE DE DIOS,4
12 Ago,812,2020,2020-08-12,TUMBES,5
12 Ago,812,2020,2020-08-12,CAJAMARCA,24
12 Ago,812,2020,2020-08-12,JUNIN,32
12 Ago,812,2020,2020-08-12,EXTRANJERO,1
12 Ago,812,2020,2020-08-12,PASCO,5
12 Ago,812,2020,2020-08-12,SAN MARTIN,18
12 Ago,812,2020,2020-08-12,LA LIBERTAD,45
12 Ago,812,2020,2020-08-12,LORETO,3
12 Ago,812,2020,2020-08-12,HUANUCO,16
12 Ago,812,2020,2020-08-12,PUNO,76
12 Ago,812,2020,2020-08-12,UCAYALI,6
12 Ago,812,2020,2020-08-12,LIMA,384
12 Ago,812,2020,2020-08-12,PIURA,33
12 Ago,812,2020,2020-08-12,CUSCO,52
12 Ago,812,2020,2020-08-12,ICA,30
12 Ago,812,2020,2020-08-12,AMAZONAS,6
12 Ago,812,2020,2020-08-12,ANCASH,33
12 Ago,812,2020,2020-08-12,APURIMAC,12
12 Ago,812,2020,2020-08-12,LAMBAYEQUE,28
12 Ago,812,2020,2020-08-12,CALLAO,36
12 Ago,812,2020,2020-08-12,AREQUIPA,78
12 Ago,812,2020,2020-08-12,MOQUEGUA,16
12 Ago,812,2020,2020-08-12,AYACUCHO,11
12 Ago,812,2021,2021-08-12,,
13 Ago,813,2017,2017-08-13,SAN MARTIN,7
13 Ago,813,2017,2017-08-13,PASCO,1
13 Ago,813,2017,2017-08-13,LORETO,11
13 Ago,813,2017,2017-08-13,HUANUCO,3
13 Ago,813,2017,2017-08-13,PUNO,9
13 Ago,813,2017,2017-08-13,JUNIN,11
13 Ago,813,2017,2017-08-13,ICA,15
13 Ago,813,2017,2017-08-13,PIURA,12
13 Ago,813,2017,2017-08-13,MADRE DE DIOS,1
13 Ago,813,2017,2017-08-13,LIMA,94
13 Ago,813,2017,2017-08-13,CAJAMARCA,9
13 Ago,813,2017,2017-08-13,TACNA,6
13 Ago,813,2017,2017-08-13,CALLAO,7
13 Ago,813,2017,2017-08-13,LA LIBERTAD,26
13 Ago,813,2017,2017-08-13,SIN REGISTRO,2
13 Ago,813,2017,2017-08-13,AREQUIPA,10
13 Ago,813,2017,2017-08-13,AYACUCHO,2
13 Ago,813,2017,2017-08-13,ANCASH,12
13 Ago,813,2017,2017-08-13,HUANCAVELICA,4
13 Ago,813,2017,2017-08-13,MOQUEGUA,2
13 Ago,813,2017,2017-08-13,APURIMAC,6
13 Ago,813,2017,2017-08-13,LAMBAYEQUE,11
13 Ago,813,2017,2017-08-13,UCAYALI,3
13 Ago,813,2017,2017-08-13,CUSCO,11
13 Ago,813,2018,2018-08-13,AREQUIPA,18
13 Ago,813,2018,2018-08-13,ANCASH,10
13 Ago,813,2018,2018-08-13,PIURA,18
13 Ago,813,2018,2018-08-13,APURIMAC,7
13 Ago,813,2018,2018-08-13,LIMA,113
13 Ago,813,2018,2018-08-13,CALLAO,13
13 Ago,813,2018,2018-08-13,CUSCO,14
13 Ago,813,2018,2018-08-13,UCAYALI,5
13 Ago,813,2018,2018-08-13,AMAZONAS,1
13 Ago,813,2018,2018-08-13,AYACUCHO,5
13 Ago,813,2018,2018-08-13,TACNA,6
13 Ago,813,2018,2018-08-13,EXTRANJERO,1
13 Ago,813,2018,2018-08-13,MOQUEGUA,1
13 Ago,813,2018,2018-08-13,CAJAMARCA,12
13 Ago,813,2018,2018-08-13,SAN MARTIN,6
13 Ago,813,2018,2018-08-13,LAMBAYEQUE,14
13 Ago,813,2018,2018-08-13,HUANCAVELICA,7
13 Ago,813,2018,2018-08-13,HUANUCO,9
13 Ago,813,2018,2018-08-13,PUNO,15
13 Ago,813,2018,2018-08-13,ICA,13
13 Ago,813,2018,2018-08-13,LA LIBERTAD,10
13 Ago,813,2018,2018-08-13,JUNIN,15
13 Ago,813,2018,2018-08-13,LORETO,2
13 Ago,813,2018,2018-08-13,PASCO,3
13 Ago,813,2019,2019-08-13,TACNA,6
13 Ago,813,2019,2019-08-13,AYACUCHO,5
13 Ago,813,2019,2019-08-13,LA LIBERTAD,23
13 Ago,813,2019,2019-08-13,UCAYALI,4
13 Ago,813,2019,2019-08-13,SAN MARTIN,11
13 Ago,813,2019,2019-08-13,CUSCO,19
13 Ago,813,2019,2019-08-13,APURIMAC,4
13 Ago,813,2019,2019-08-13,ICA,11
13 Ago,813,2019,2019-08-13,AREQUIPA,20
13 Ago,813,2019,2019-08-13,LAMBAYEQUE,3
13 Ago,813,2019,2019-08-13,ANCASH,18
13 Ago,813,2019,2019-08-13,HUANCAVELICA,6
13 Ago,813,2019,2019-08-13,MOQUEGUA,1
13 Ago,813,2019,2019-08-13,HUANUCO,6
13 Ago,813,2019,2019-08-13,PUNO,16
13 Ago,813,2019,2019-08-13,TUMBES,3
13 Ago,813,2019,2019-08-13,JUNIN,22
13 Ago,813,2019,2019-08-13,LORETO,10
13 Ago,813,2019,2019-08-13,CAJAMARCA,9
13 Ago,813,2019,2019-08-13,AMAZONAS,1
13 Ago,813,2019,2019-08-13,MADRE DE DIOS,3
13 Ago,813,2019,2019-08-13,EXTRANJERO,1
13 Ago,813,2019,2019-08-13,LIMA,102
13 Ago,813,2019,2019-08-13,CALLAO,9
13 Ago,813,2019,2019-08-13,PIURA,19
13 Ago,813,2020,2020-08-13,LIMA,415
13 Ago,813,2020,2020-08-13,HUANUCO,20
13 Ago,813,2020,2020-08-13,PIURA,41
13 Ago,813,2020,2020-08-13,JUNIN,44
13 Ago,813,2020,2020-08-13,ICA,34
13 Ago,813,2020,2020-08-13,UCAYALI,5
13 Ago,813,2020,2020-08-13,ANCASH,40
13 Ago,813,2020,2020-08-13,AYACUCHO,11
13 Ago,813,2020,2020-08-13,CUSCO,63
13 Ago,813,2020,2020-08-13,LAMBAYEQUE,18
13 Ago,813,2020,2020-08-13,APURIMAC,13
13 Ago,813,2020,2020-08-13,MOQUEGUA,15
13 Ago,813,2020,2020-08-13,HUANCAVELICA,18
13 Ago,813,2020,2020-08-13,AREQUIPA,57
13 Ago,813,2020,2020-08-13,LA LIBERTAD,41
13 Ago,813,2020,2020-08-13,CALLAO,31
13 Ago,813,2020,2020-08-13,MADRE DE DIOS,4
13 Ago,813,2020,2020-08-13,PASCO,2
13 Ago,813,2020,2020-08-13,CAJAMARCA,24
13 Ago,813,2020,2020-08-13,AMAZONAS,7
13 Ago,813,2020,2020-08-13,LORETO,9
13 Ago,813,2020,2020-08-13,TACNA,25
13 Ago,813,2020,2020-08-13,SAN MARTIN,14
13 Ago,813,2020,2020-08-13,PUNO,65
13 Ago,813,2020,2020-08-13,TUMBES,5
13 Ago,813,2021,2021-08-13,,
14 Ago,814,2017,2017-08-14,AYACUCHO,2
14 Ago,814,2017,2017-08-14,AREQUIPA,9
14 Ago,814,2017,2017-08-14,JUNIN,13
14 Ago,814,2017,2017-08-14,SIN REGISTRO,3
14 Ago,814,2017,2017-08-14,LA LIBERTAD,16
14 Ago,814,2017,2017-08-14,ANCASH,11
14 Ago,814,2017,2017-08-14,CUSCO,19
14 Ago,814,2017,2017-08-14,HUANUCO,1
14 Ago,814,2017,2017-08-14,ICA,16
14 Ago,814,2017,2017-08-14,SAN MARTIN,7
14 Ago,814,2017,2017-08-14,APURIMAC,1
14 Ago,814,2017,2017-08-14,HUANCAVELICA,8
14 Ago,814,2017,2017-08-14,MOQUEGUA,1
14 Ago,814,2017,2017-08-14,LAMBAYEQUE,10
14 Ago,814,2017,2017-08-14,CAJAMARCA,6
14 Ago,814,2017,2017-08-14,UCAYALI,2
14 Ago,814,2017,2017-08-14,TUMBES,2
14 Ago,814,2017,2017-08-14,LORETO,10
14 Ago,814,2017,2017-08-14,PUNO,10
14 Ago,814,2017,2017-08-14,TACNA,3
14 Ago,814,2017,2017-08-14,PASCO,1
14 Ago,814,2017,2017-08-14,AMAZONAS,3
14 Ago,814,2017,2017-08-14,EXTRANJERO,2
14 Ago,814,2017,2017-08-14,LIMA,73
14 Ago,814,2017,2017-08-14,CALLAO,13
14 Ago,814,2017,2017-08-14,PIURA,19
14 Ago,814,2017,2017-08-14,MADRE DE DIOS,2
14 Ago,814,2018,2018-08-14,SAN MARTIN,4
14 Ago,814,2018,2018-08-14,MADRE DE DIOS,4
14 Ago,814,2018,2018-08-14,LORETO,3
14 Ago,814,2018,2018-08-14,TUMBES,1
14 Ago,814,2018,2018-08-14,TACNA,3
14 Ago,814,2018,2018-08-14,LA LIBERTAD,14
14 Ago,814,2018,2018-08-14,PASCO,3
14 Ago,814,2018,2018-08-14,CAJAMARCA,15
14 Ago,814,2018,2018-08-14,AMAZONAS,2
14 Ago,814,2018,2018-08-14,APURIMAC,6
14 Ago,814,2018,2018-08-14,PIURA,30
14 Ago,814,2018,2018-08-14,ANCASH,12
14 Ago,814,2018,2018-08-14,CUSCO,25
14 Ago,814,2018,2018-08-14,ICA,11
14 Ago,814,2018,2018-08-14,JUNIN,15
14 Ago,814,2018,2018-08-14,PUNO,24
14 Ago,814,2018,2018-08-14,CALLAO,13
14 Ago,814,2018,2018-08-14,LAMBAYEQUE,18
14 Ago,814,2018,2018-08-14,HUANUCO,7
14 Ago,814,2018,2018-08-14,LIMA,115
14 Ago,814,2018,2018-08-14,HUANCAVELICA,2
14 Ago,814,2018,2018-08-14,AREQUIPA,17
14 Ago,814,2018,2018-08-14,UCAYALI,7
14 Ago,814,2018,2018-08-14,AYACUCHO,4
14 Ago,814,2018,2018-08-14,MOQUEGUA,3
14 Ago,814,2018,2018-08-14,SIN REGISTRO,1
14 Ago,814,2019,2019-08-14,TACNA,3
14 Ago,814,2019,2019-08-14,CUSCO,16
14 Ago,814,2019,2019-08-14,CAJAMARCA,8
14 Ago,814,2019,2019-08-14,MOQUEGUA,4
14 Ago,814,2019,2019-08-14,LORETO,6
14 Ago,814,2019,2019-08-14,HUANCAVELICA,4
14 Ago,814,2019,2019-08-14,PASCO,2
14 Ago,814,2019,2019-08-14,TUMBES,3
14 Ago,814,2019,2019-08-14,SAN MARTIN,5
14 Ago,814,2019,2019-08-14,PUNO,15
14 Ago,814,2019,2019-08-14,CALLAO,10
14 Ago,814,2019,2019-08-14,PIURA,20
14 Ago,814,2019,2019-08-14,MADRE DE DIOS,2
14 Ago,814,2019,2019-08-14,LIMA,97
14 Ago,814,2019,2019-08-14,AREQUIPA,23
14 Ago,814,2019,2019-08-14,AMAZONAS,3
14 Ago,814,2019,2019-08-14,LA LIBERTAD,22
14 Ago,814,2019,2019-08-14,AYACUCHO,6
14 Ago,814,2019,2019-08-14,HUANUCO,3
14 Ago,814,2019,2019-08-14,APURIMAC,3
14 Ago,814,2019,2019-08-14,ANCASH,22
14 Ago,814,2019,2019-08-14,UCAYALI,1
14 Ago,814,2019,2019-08-14,JUNIN,15
14 Ago,814,2019,2019-08-14,ICA,9
14 Ago,814,2020,2020-08-14,LA LIBERTAD,44
14 Ago,814,2020,2020-08-14,EXTRANJERO,2
14 Ago,814,2020,2020-08-14,LIMA,410
14 Ago,814,2020,2020-08-14,LORETO,9
14 Ago,814,2020,2020-08-14,MADRE DE DIOS,4
14 Ago,814,2020,2020-08-14,CAJAMARCA,21
14 Ago,814,2020,2020-08-14,PASCO,6
14 Ago,814,2020,2020-08-14,TACNA,16
14 Ago,814,2020,2020-08-14,AMAZONAS,5
14 Ago,814,2020,2020-08-14,HUANUCO,24
14 Ago,814,2020,2020-08-14,ICA,33
14 Ago,814,2020,2020-08-14,TUMBES,5
14 Ago,814,2020,2020-08-14,JUNIN,37
14 Ago,814,2020,2020-08-14,SAN MARTIN,15
14 Ago,814,2020,2020-08-14,PUNO,67
14 Ago,814,2020,2020-08-14,PIURA,36
14 Ago,814,2020,2020-08-14,UCAYALI,3
14 Ago,814,2020,2020-08-14,APURIMAC,13
14 Ago,814,2020,2020-08-14,LAMBAYEQUE,34
14 Ago,814,2020,2020-08-14,AREQUIPA,67
14 Ago,814,2020,2020-08-14,CALLAO,44
14 Ago,814,2020,2020-08-14,ANCASH,39
14 Ago,814,2020,2020-08-14,MOQUEGUA,14
14 Ago,814,2020,2020-08-14,HUANCAVELICA,14
14 Ago,814,2020,2020-08-14,CUSCO,45
14 Ago,814,2020,2020-08-14,AYACUCHO,16
14 Ago,814,2021,2021-08-14,,
15 Ago,815,2017,2017-08-15,LA LIBERTAD,16
15 Ago,815,2017,2017-08-15,ANCASH,15
15 Ago,815,2017,2017-08-15,TACNA,5
15 Ago,815,2017,2017-08-15,CALLAO,8
15 Ago,815,2017,2017-08-15,CAJAMARCA,5
15 Ago,815,2017,2017-08-15,SAN MARTIN,5
15 Ago,815,2017,2017-08-15,LAMBAYEQUE,15
15 Ago,815,2017,2017-08-15,PASCO,3
15 Ago,815,2017,2017-08-15,LORETO,11
15 Ago,815,2017,2017-08-15,UCAYALI,6
15 Ago,815,2017,2017-08-15,PUNO,13
15 Ago,815,2017,2017-08-15,MOQUEGUA,6
15 Ago,815,2017,2017-08-15,TUMBES,1
15 Ago,815,2017,2017-08-15,EXTRANJERO,1
15 Ago,815,2017,2017-08-15,MADRE DE DIOS,2
15 Ago,815,2017,2017-08-15,PIURA,12
15 Ago,815,2017,2017-08-15,LIMA,100
15 Ago,815,2017,2017-08-15,AMAZONAS,1
15 Ago,815,2017,2017-08-15,CUSCO,14
15 Ago,815,2017,2017-08-15,AYACUCHO,3
15 Ago,815,2017,2017-08-15,AREQUIPA,10
15 Ago,815,2017,2017-08-15,JUNIN,12
15 Ago,815,2017,2017-08-15,APURIMAC,6
15 Ago,815,2017,2017-08-15,HUANUCO,8
15 Ago,815,2017,2017-08-15,ICA,9
15 Ago,815,2018,2018-08-15,CALLAO,15
15 Ago,815,2018,2018-08-15,LIMA,92
15 Ago,815,2018,2018-08-15,JUNIN,12
15 Ago,815,2018,2018-08-15,PIURA,19
15 Ago,815,2018,2018-08-15,HUANUCO,4
15 Ago,815,2018,2018-08-15,ICA,12
15 Ago,815,2018,2018-08-15,TUMBES,2
15 Ago,815,2018,2018-08-15,PUNO,14
15 Ago,815,2018,2018-08-15,ANCASH,15
15 Ago,815,2018,2018-08-15,APURIMAC,6
15 Ago,815,2018,2018-08-15,MOQUEGUA,2
15 Ago,815,2018,2018-08-15,CUSCO,9
15 Ago,815,2018,2018-08-15,UCAYALI,3
15 Ago,815,2018,2018-08-15,AYACUCHO,10
15 Ago,815,2018,2018-08-15,AREQUIPA,18
15 Ago,815,2018,2018-08-15,LAMBAYEQUE,10
15 Ago,815,2018,2018-08-15,SAN MARTIN,5
15 Ago,815,2018,2018-08-15,HUANCAVELICA,6
15 Ago,815,2018,2018-08-15,LA LIBERTAD,19
15 Ago,815,2018,2018-08-15,EXTRANJERO,1
15 Ago,815,2018,2018-08-15,PASCO,1
15 Ago,815,2018,2018-08-15,AMAZONAS,1
15 Ago,815,2018,2018-08-15,LORETO,7
15 Ago,815,2018,2018-08-15,CAJAMARCA,7
15 Ago,815,2018,2018-08-15,TACNA,6
15 Ago,815,2018,2018-08-15,MADRE DE DIOS,1
15 Ago,815,2019,2019-08-15,CUSCO,17
15 Ago,815,2019,2019-08-15,ANCASH,19
15 Ago,815,2019,2019-08-15,AMAZONAS,4
15 Ago,815,2019,2019-08-15,LIMA,106
15 Ago,815,2019,2019-08-15,APURIMAC,3
15 Ago,815,2019,2019-08-15,AYACUCHO,7
15 Ago,815,2019,2019-08-15,AREQUIPA,23
15 Ago,815,2019,2019-08-15,MOQUEGUA,4
15 Ago,815,2019,2019-08-15,CAJAMARCA,5
15 Ago,815,2019,2019-08-15,HUANUCO,11
15 Ago,815,2019,2019-08-15,ICA,8
15 Ago,815,2019,2019-08-15,TUMBES,1
15 Ago,815,2019,2019-08-15,LA LIBERTAD,31
15 Ago,815,2019,2019-08-15,UCAYALI,4
15 Ago,815,2019,2019-08-15,JUNIN,22
15 Ago,815,2019,2019-08-15,PUNO,18
15 Ago,815,2019,2019-08-15,SAN MARTIN,4
15 Ago,815,2019,2019-08-15,PASCO,2
15 Ago,815,2019,2019-08-15,HUANCAVELICA,6
15 Ago,815,2019,2019-08-15,LORETO,5
15 Ago,815,2019,2019-08-15,TACNA,8
15 Ago,815,2019,2019-08-15,MADRE DE DIOS,2
15 Ago,815,2019,2019-08-15,PIURA,11
15 Ago,815,2019,2019-08-15,CALLAO,15
15 Ago,815,2019,2019-08-15,EXTRANJERO,1
15 Ago,815,2020,2020-08-15,PASCO,6
15 Ago,815,2020,2020-08-15,LORETO,5
15 Ago,815,2020,2020-08-15,PUNO,60
15 Ago,815,2020,2020-08-15,TUMBES,5
15 Ago,815,2020,2020-08-15,JUNIN,34
15 Ago,815,2020,2020-08-15,MOQUEGUA,13
15 Ago,815,2020,2020-08-15,HUANUCO,14
15 Ago,815,2020,2020-08-15,HUANCAVELICA,7
15 Ago,815,2020,2020-08-15,AREQUIPA,55
15 Ago,815,2020,2020-08-15,LAMBAYEQUE,20
15 Ago,815,2020,2020-08-15,ICA,25
15 Ago,815,2020,2020-08-15,CUSCO,47
15 Ago,815,2020,2020-08-15,APURIMAC,7
15 Ago,815,2020,2020-08-15,SAN MARTIN,16
15 Ago,815,2020,2020-08-15,UCAYALI,11
15 Ago,815,2020,2020-08-15,LA LIBERTAD,36
15 Ago,815,2020,2020-08-15,AYACUCHO,14
15 Ago,815,2020,2020-08-15,SIN REGISTRO,2
15 Ago,815,2020,2020-08-15,CALLAO,38
15 Ago,815,2020,2020-08-15,ANCASH,34
15 Ago,815,2020,2020-08-15,TACNA,22
15 Ago,815,2020,2020-08-15,LIMA,374
15 Ago,815,2020,2020-08-15,PIURA,28
15 Ago,815,2020,2020-08-15,AMAZONAS,2
15 Ago,815,2020,2020-08-15,MADRE DE DIOS,3
15 Ago,815,2020,2020-08-15,CAJAMARCA,19
15 Ago,815,2021,2021-08-15,,
16 Ago,816,2017,2017-08-16,ANCASH,18
16 Ago,816,2017,2017-08-16,AYACUCHO,7
16 Ago,816,2017,2017-08-16,CUSCO,14
16 Ago,816,2017,2017-08-16,LIMA,87
16 Ago,816,2017,2017-08-16,APURIMAC,7
16 Ago,816,2017,2017-08-16,AREQUIPA,14
16 Ago,816,2017,2017-08-16,AMAZONAS,2
16 Ago,816,2017,2017-08-16,CAJAMARCA,10
16 Ago,816,2017,2017-08-16,UCAYALI,3
16 Ago,816,2017,2017-08-16,HUANUCO,9
16 Ago,816,2017,2017-08-16,ICA,10
16 Ago,816,2017,2017-08-16,TUMBES,1
16 Ago,816,2017,2017-08-16,LA LIBERTAD,19
16 Ago,816,2017,2017-08-16,LORETO,6
16 Ago,816,2017,2017-08-16,PASCO,2
16 Ago,816,2017,2017-08-16,JUNIN,16
16 Ago,816,2017,2017-08-16,PUNO,19
16 Ago,816,2017,2017-08-16,SAN MARTIN,4
16 Ago,816,2017,2017-08-16,TACNA,7
16 Ago,816,2017,2017-08-16,MOQUEGUA,4
16 Ago,816,2017,2017-08-16,MADRE DE DIOS,2
16 Ago,816,2017,2017-08-16,LAMBAYEQUE,16
16 Ago,816,2017,2017-08-16,HUANCAVELICA,7
16 Ago,816,2017,2017-08-16,SIN REGISTRO,1
16 Ago,816,2017,2017-08-16,CALLAO,17
16 Ago,816,2017,2017-08-16,PIURA,10
16 Ago,816,2018,2018-08-16,LA LIBERTAD,15
16 Ago,816,2018,2018-08-16,CALLAO,9
16 Ago,816,2018,2018-08-16,LIMA,110
16 Ago,816,2018,2018-08-16,PIURA,20
16 Ago,816,2018,2018-08-16,MADRE DE DIOS,2
16 Ago,816,2018,2018-08-16,AMAZONAS,1
16 Ago,816,2018,2018-08-16,CAJAMARCA,14
16 Ago,816,2018,2018-08-16,TACNA,2
16 Ago,816,2018,2018-08-16,HUANUCO,11
16 Ago,816,2018,2018-08-16,LORETO,7
16 Ago,816,2018,2018-08-16,TUMBES,4
16 Ago,816,2018,2018-08-16,JUNIN,12
16 Ago,816,2018,2018-08-16,PUNO,20
16 Ago,816,2018,2018-08-16,ICA,9
16 Ago,816,2018,2018-08-16,PASCO,1
16 Ago,816,2018,2018-08-16,CUSCO,12
16 Ago,816,2018,2018-08-16,ANCASH,25
16 Ago,816,2018,2018-08-16,MOQUEGUA,3
16 Ago,816,2018,2018-08-16,HUANCAVELICA,5
16 Ago,816,2018,2018-08-16,AYACUCHO,10
16 Ago,816,2018,2018-08-16,LAMBAYEQUE,9
16 Ago,816,2018,2018-08-16,AREQUIPA,13
16 Ago,816,2018,2018-08-16,UCAYALI,8
16 Ago,816,2018,2018-08-16,SAN MARTIN,10
16 Ago,816,2018,2018-08-16,APURIMAC,5
16 Ago,816,2019,2019-08-16,PUNO,10
16 Ago,816,2019,2019-08-16,LAMBAYEQUE,2
16 Ago,816,2019,2019-08-16,HUANCAVELICA,3
16 Ago,816,2019,2019-08-16,TUMBES,2
16 Ago,816,2019,2019-08-16,CAJAMARCA,8
16 Ago,816,2019,2019-08-16,TACNA,1
16 Ago,816,2019,2019-08-16,MADRE DE DIOS,1
16 Ago,816,2019,2019-08-16,MOQUEGUA,2
16 Ago,816,2019,2019-08-16,AYACUCHO,6
16 Ago,816,2019,2019-08-16,ANCASH,21
16 Ago,816,2019,2019-08-16,AREQUIPA,20
16 Ago,816,2019,2019-08-16,UCAYALI,3
16 Ago,816,2019,2019-08-16,PIURA,17
16 Ago,816,2019,2019-08-16,CALLAO,11
16 Ago,816,2019,2019-08-16,LIMA,79
16 Ago,816,2019,2019-08-16,APURIMAC,6
16 Ago,816,2019,2019-08-16,CUSCO,12
16 Ago,816,2019,2019-08-16,HUANUCO,6
16 Ago,816,2019,2019-08-16,JUNIN,15
16 Ago,816,2019,2019-08-16,ICA,13
16 Ago,816,2019,2019-08-16,SAN MARTIN,5
16 Ago,816,2019,2019-08-16,LA LIBERTAD,24
16 Ago,816,2019,2019-08-16,PASCO,2
16 Ago,816,2019,2019-08-16,LORETO,6
16 Ago,816,2020,2020-08-16,CALLAO,27
16 Ago,816,2020,2020-08-16,AREQUIPA,61
16 Ago,816,2020,2020-08-16,SIN REGISTRO,1
16 Ago,816,2020,2020-08-16,AMAZONAS,4
16 Ago,816,2020,2020-08-16,AYACUCHO,10
16 Ago,816,2020,2020-08-16,CUSCO,57
16 Ago,816,2020,2020-08-16,LIMA,364
16 Ago,816,2020,2020-08-16,PIURA,40
16 Ago,816,2020,2020-08-16,EXTRANJERO,1
16 Ago,816,2020,2020-08-16,MADRE DE DIOS,5
16 Ago,816,2020,2020-08-16,PUNO,47
16 Ago,816,2020,2020-08-16,SAN MARTIN,19
16 Ago,816,2020,2020-08-16,TUMBES,5
16 Ago,816,2020,2020-08-16,LORETO,12
16 Ago,816,2020,2020-08-16,PASCO,4
16 Ago,816,2020,2020-08-16,LAMBAYEQUE,19
16 Ago,816,2020,2020-08-16,HUANCAVELICA,16
16 Ago,816,2020,2020-08-16,MOQUEGUA,11
16 Ago,816,2020,2020-08-16,CAJAMARCA,28
16 Ago,816,2020,2020-08-16,TACNA,10
16 Ago,816,2020,2020-08-16,LA LIBERTAD,47
16 Ago,816,2020,2020-08-16,ANCASH,32
16 Ago,816,2020,2020-08-16,JUNIN,25
16 Ago,816,2020,2020-08-16,ICA,34
16 Ago,816,2020,2020-08-16,APURIMAC,14
16 Ago,816,2020,2020-08-16,HUANUCO,12
16 Ago,816,2020,2020-08-16,UCAYALI,10
16 Ago,816,2021,2021-08-16,,
17 Ago,817,2017,2017-08-17,CAJAMARCA,9
17 Ago,817,2017,2017-08-17,SAN MARTIN,3
17 Ago,817,2017,2017-08-17,HUANCAVELICA,3
17 Ago,817,2017,2017-08-17,TACNA,1
17 Ago,817,2017,2017-08-17,EXTRANJERO,1
17 Ago,817,2017,2017-08-17,AYACUCHO,4
17 Ago,817,2017,2017-08-17,AREQUIPA,19
17 Ago,817,2017,2017-08-17,AMAZONAS,1
17 Ago,817,2017,2017-08-17,LAMBAYEQUE,14
17 Ago,817,2017,2017-08-17,MOQUEGUA,2
17 Ago,817,2017,2017-08-17,UCAYALI,5
17 Ago,817,2017,2017-08-17,HUANUCO,11
17 Ago,817,2017,2017-08-17,LIMA,74
17 Ago,817,2017,2017-08-17,JUNIN,11
17 Ago,817,2017,2017-08-17,ICA,6
17 Ago,817,2017,2017-08-17,APURIMAC,4
17 Ago,817,2017,2017-08-17,CALLAO,13
17 Ago,817,2017,2017-08-17,PIURA,8
17 Ago,817,2017,2017-08-17,CUSCO,15
17 Ago,817,2017,2017-08-17,ANCASH,10
17 Ago,817,2017,2017-08-17,LA LIBERTAD,11
17 Ago,817,2017,2017-08-17,LORETO,9
17 Ago,817,2017,2017-08-17,PUNO,12
17 Ago,817,2018,2018-08-17,LAMBAYEQUE,19
17 Ago,817,2018,2018-08-17,UCAYALI,2
17 Ago,817,2018,2018-08-17,CAJAMARCA,9
17 Ago,817,2018,2018-08-17,MOQUEGUA,3
17 Ago,817,2018,2018-08-17,TUMBES,3
17 Ago,817,2018,2018-08-17,PUNO,11
17 Ago,817,2018,2018-08-17,LORETO,6
17 Ago,817,2018,2018-08-17,TACNA,4
17 Ago,817,2018,2018-08-17,PASCO,4
