NFECHA,IDX,TheYear,TheDate,DEPARTAMENTO,CANT
28 Feb,228,2018,2018-02-28,TACNA,6
28 Feb,228,2018,2018-02-28,TUMBES,6
28 Feb,228,2018,2018-02-28,LA LIBERTAD,25
28 Feb,228,2018,2018-02-28,LIMA,85
28 Feb,228,2018,2018-02-28,APURIMAC,3
28 Feb,228,2018,2018-02-28,AYACUCHO,5
28 Feb,228,2018,2018-02-28,CUSCO,14
28 Feb,228,2018,2018-02-28,AREQUIPA,11
28 Feb,228,2018,2018-02-28,PIURA,15
28 Feb,228,2018,2018-02-28,CALLAO,11
28 Feb,228,2018,2018-02-28,EXTRANJERO,1
28 Feb,228,2018,2018-02-28,PUNO,9
28 Feb,228,2018,2018-02-28,ANCASH,15
28 Feb,228,2018,2018-02-28,HUANUCO,8
28 Feb,228,2018,2018-02-28,ICA,14
28 Feb,228,2018,2018-02-28,JUNIN,9
28 Feb,228,2019,2019-02-28,HUANCAVELICA,7
28 Feb,228,2019,2019-02-28,APURIMAC,1
28 Feb,228,2019,2019-02-28,ANCASH,8
28 Feb,228,2019,2019-02-28,MOQUEGUA,5
28 Feb,228,2019,2019-02-28,CUSCO,18
28 Feb,228,2019,2019-02-28,AYACUCHO,5
28 Feb,228,2019,2019-02-28,AREQUIPA,15
28 Feb,228,2019,2019-02-28,LAMBAYEQUE,4
28 Feb,228,2019,2019-02-28,UCAYALI,2
28 Feb,228,2019,2019-02-28,CALLAO,12
28 Feb,228,2019,2019-02-28,PIURA,24
28 Feb,228,2019,2019-02-28,ICA,8
28 Feb,228,2019,2019-02-28,HUANUCO,11
28 Feb,228,2019,2019-02-28,PUNO,15
28 Feb,228,2019,2019-02-28,TUMBES,3
28 Feb,228,2019,2019-02-28,JUNIN,18
28 Feb,228,2019,2019-02-28,SAN MARTIN,7
28 Feb,228,2019,2019-02-28,TACNA,4
28 Feb,228,2019,2019-02-28,PASCO,2
28 Feb,228,2019,2019-02-28,SIN REGISTRO,1
28 Feb,228,2019,2019-02-28,LA LIBERTAD,18
28 Feb,228,2019,2019-02-28,MADRE DE DIOS,3
28 Feb,228,2019,2019-02-28,CAJAMARCA,8
28 Feb,228,2019,2019-02-28,LIMA,109
28 Feb,228,2019,2019-02-28,LORETO,5
28 Feb,228,2020,2020-02-28,APURIMAC,2
28 Feb,228,2020,2020-02-28,LIMA,121
28 Feb,228,2020,2020-02-28,AYACUCHO,5
28 Feb,228,2020,2020-02-28,ANCASH,18
28 Feb,228,2020,2020-02-28,AREQUIPA,15
28 Feb,228,2020,2020-02-28,CUSCO,15
28 Feb,228,2020,2020-02-28,TACNA,1
28 Feb,228,2020,2020-02-28,PASCO,2
28 Feb,228,2020,2020-02-28,LORETO,6
28 Feb,228,2020,2020-02-28,CAJAMARCA,13
28 Feb,228,2020,2020-02-28,MOQUEGUA,2
28 Feb,228,2020,2020-02-28,HUANCAVELICA,8
28 Feb,228,2020,2020-02-28,MADRE DE DIOS,1
28 Feb,228,2020,2020-02-28,LAMBAYEQUE,1
28 Feb,228,2020,2020-02-28,UCAYALI,8
28 Feb,228,2020,2020-02-28,PUNO,18
28 Feb,228,2020,2020-02-28,HUANUCO,14
28 Feb,228,2020,2020-02-28,TUMBES,4
28 Feb,228,2020,2020-02-28,SAN MARTIN,6
28 Feb,228,2020,2020-02-28,LA LIBERTAD,28
28 Feb,228,2020,2020-02-28,ICA,11
28 Feb,228,2020,2020-02-28,JUNIN,18
28 Feb,228,2020,2020-02-28,EXTRANJERO,2
28 Feb,228,2020,2020-02-28,PIURA,11
28 Feb,228,2020,2020-02-28,CALLAO,13
28 Feb,228,2021,2021-02-28,PUNO,32
28 Feb,228,2021,2021-02-28,UCAYALI,7
28 Feb,228,2021,2021-02-28,CUSCO,34
28 Feb,228,2021,2021-02-28,HUANCAVELICA,9
28 Feb,228,2021,2021-02-28,ICA,41
28 Feb,228,2021,2021-02-28,APURIMAC,11
28 Feb,228,2021,2021-02-28,LORETO,30
28 Feb,228,2021,2021-02-28,PASCO,4
28 Feb,228,2021,2021-02-28,JUNIN,50
28 Feb,228,2021,2021-02-28,MOQUEGUA,7
28 Feb,228,2021,2021-02-28,TUMBES,7
28 Feb,228,2021,2021-02-28,SAN MARTIN,14
28 Feb,228,2021,2021-02-28,LAMBAYEQUE,12
28 Feb,228,2021,2021-02-28,HUANUCO,19
28 Feb,228,2021,2021-02-28,CAJAMARCA,26
28 Feb,228,2021,2021-02-28,AYACUCHO,15
28 Feb,228,2021,2021-02-28,LA LIBERTAD,39
28 Feb,228,2021,2021-02-28,AREQUIPA,46
28 Feb,228,2021,2021-02-28,CALLAO,55
28 Feb,228,2021,2021-02-28,ANCASH,30
28 Feb,228,2021,2021-02-28,LIMA,499
28 Feb,228,2021,2021-02-28,AMAZONAS,5
28 Feb,228,2021,2021-02-28,EXTRANJERO,2
28 Feb,228,2021,2021-02-28,TACNA,18
28 Feb,228,2021,2021-02-28,PIURA,39
29 Feb,229,2020,2020-02-29,TACNA,3
29 Feb,229,2020,2020-02-29,EXTRANJERO,1
29 Feb,229,2020,2020-02-29,HUANCAVELICA,4
29 Feb,229,2020,2020-02-29,CAJAMARCA,18
29 Feb,229,2020,2020-02-29,HUANUCO,5
29 Feb,229,2020,2020-02-29,UCAYALI,3
29 Feb,229,2020,2020-02-29,PIURA,8
29 Feb,229,2020,2020-02-29,LIMA,125
29 Feb,229,2020,2020-02-29,CALLAO,21
29 Feb,229,2020,2020-02-29,CUSCO,15
29 Feb,229,2020,2020-02-29,AMAZONAS,2
29 Feb,229,2020,2020-02-29,ICA,18
29 Feb,229,2020,2020-02-29,ANCASH,21
29 Feb,229,2020,2020-02-29,AYACUCHO,2
29 Feb,229,2020,2020-02-29,LAMBAYEQUE,2
29 Feb,229,2020,2020-02-29,APURIMAC,6
29 Feb,229,2020,2020-02-29,MOQUEGUA,2
29 Feb,229,2020,2020-02-29,AREQUIPA,16
29 Feb,229,2020,2020-02-29,JUNIN,26
29 Feb,229,2020,2020-02-29,SAN MARTIN,10
29 Feb,229,2020,2020-02-29,TUMBES,2
29 Feb,229,2020,2020-02-29,PASCO,2
29 Feb,229,2020,2020-02-29,LA LIBERTAD,17
29 Feb,229,2020,2020-02-29,LORETO,5
29 Feb,229,2020,2020-02-29,PUNO,15
01 Mar,301,2017,2017-03-01,SAN MARTIN,3
01 Mar,301,2017,2017-03-01,APURIMAC,3
01 Mar,301,2017,2017-03-01,CUSCO,14
01 Mar,301,2017,2017-03-01,AREQUIPA,14
01 Mar,301,2017,2017-03-01,LAMBAYEQUE,27
01 Mar,301,2017,2017-03-01,AYACUCHO,2
01 Mar,301,2017,2017-03-01,UCAYALI,2
01 Mar,301,2017,2017-03-01,MOQUEGUA,2
01 Mar,301,2017,2017-03-01,ANCASH,10
01 Mar,301,2017,2017-03-01,HUANCAVELICA,5
01 Mar,301,2017,2017-03-01,LORETO,7
01 Mar,301,2017,2017-03-01,HUANUCO,5
01 Mar,301,2017,2017-03-01,ICA,11
01 Mar,301,2017,2017-03-01,PASCO,4
01 Mar,301,2017,2017-03-01,PUNO,14
01 Mar,301,2017,2017-03-01,JUNIN,18
01 Mar,301,2017,2017-03-01,TUMBES,2
01 Mar,301,2017,2017-03-01,TACNA,11
01 Mar,301,2017,2017-03-01,SIN REGISTRO,1
01 Mar,301,2017,2017-03-01,LA LIBERTAD,27
01 Mar,301,2017,2017-03-01,EXTRANJERO,1
01 Mar,301,2017,2017-03-01,MADRE DE DIOS,2
01 Mar,301,2017,2017-03-01,AMAZONAS,1
01 Mar,301,2017,2017-03-01,CAJAMARCA,15
01 Mar,301,2017,2017-03-01,LIMA,74
01 Mar,301,2017,2017-03-01,PIURA,12
01 Mar,301,2017,2017-03-01,CALLAO,12
01 Mar,301,2018,2018-03-01,ANCASH,11
01 Mar,301,2018,2018-03-01,AYACUCHO,4
01 Mar,301,2018,2018-03-01,AREQUIPA,11
01 Mar,301,2018,2018-03-01,PIURA,10
01 Mar,301,2018,2018-03-01,LIMA,71
01 Mar,301,2018,2018-03-01,CUSCO,15
01 Mar,301,2018,2018-03-01,AMAZONAS,2
01 Mar,301,2018,2018-03-01,CALLAO,7
01 Mar,301,2018,2018-03-01,APURIMAC,2
01 Mar,301,2018,2018-03-01,TACNA,2
01 Mar,301,2018,2018-03-01,CAJAMARCA,6
01 Mar,301,2018,2018-03-01,HUANCAVELICA,3
01 Mar,301,2018,2018-03-01,SAN MARTIN,15
01 Mar,301,2018,2018-03-01,LAMBAYEQUE,10
01 Mar,301,2018,2018-03-01,LORETO,2
01 Mar,301,2018,2018-03-01,HUANUCO,5
01 Mar,301,2018,2018-03-01,PUNO,13
01 Mar,301,2018,2018-03-01,LA LIBERTAD,16
01 Mar,301,2018,2018-03-01,PASCO,3
01 Mar,301,2018,2018-03-01,ICA,5
01 Mar,301,2018,2018-03-01,JUNIN,10
01 Mar,301,2018,2018-03-01,UCAYALI,2
01 Mar,301,2019,2019-03-01,PIURA,33
01 Mar,301,2019,2019-03-01,LIMA,96
01 Mar,301,2019,2019-03-01,CALLAO,9
01 Mar,301,2019,2019-03-01,MADRE DE DIOS,3
01 Mar,301,2019,2019-03-01,TACNA,2
01 Mar,301,2019,2019-03-01,CAJAMARCA,9
01 Mar,301,2019,2019-03-01,EXTRANJERO,3
01 Mar,301,2019,2019-03-01,SIN REGISTRO,1
01 Mar,301,2019,2019-03-01,LA LIBERTAD,32
01 Mar,301,2019,2019-03-01,AYACUCHO,5
01 Mar,301,2019,2019-03-01,TUMBES,7
01 Mar,301,2019,2019-03-01,JUNIN,23
01 Mar,301,2019,2019-03-01,MOQUEGUA,1
01 Mar,301,2019,2019-03-01,PUNO,12
01 Mar,301,2019,2019-03-01,HUANUCO,8
01 Mar,301,2019,2019-03-01,SAN MARTIN,11
01 Mar,301,2019,2019-03-01,LORETO,4
01 Mar,301,2019,2019-03-01,PASCO,1
01 Mar,301,2019,2019-03-01,APURIMAC,5
01 Mar,301,2019,2019-03-01,CUSCO,13
01 Mar,301,2019,2019-03-01,UCAYALI,6
01 Mar,301,2019,2019-03-01,HUANCAVELICA,7
01 Mar,301,2019,2019-03-01,ICA,12
01 Mar,301,2019,2019-03-01,AREQUIPA,27
01 Mar,301,2019,2019-03-01,ANCASH,14
01 Mar,301,2020,2020-03-01,CALLAO,14
01 Mar,301,2020,2020-03-01,PIURA,10
01 Mar,301,2020,2020-03-01,LIMA,109
01 Mar,301,2020,2020-03-01,ICA,20
01 Mar,301,2020,2020-03-01,HUANUCO,6
01 Mar,301,2020,2020-03-01,JUNIN,28
01 Mar,301,2020,2020-03-01,APURIMAC,4
01 Mar,301,2020,2020-03-01,ANCASH,15
01 Mar,301,2020,2020-03-01,TACNA,1
01 Mar,301,2020,2020-03-01,UCAYALI,4
01 Mar,301,2020,2020-03-01,MADRE DE DIOS,2
01 Mar,301,2020,2020-03-01,LA LIBERTAD,28
01 Mar,301,2020,2020-03-01,PUNO,9
01 Mar,301,2020,2020-03-01,TUMBES,3
01 Mar,301,2020,2020-03-01,SAN MARTIN,11
01 Mar,301,2020,2020-03-01,LORETO,8
01 Mar,301,2020,2020-03-01,PASCO,1
01 Mar,301,2020,2020-03-01,CAJAMARCA,8
01 Mar,301,2020,2020-03-01,AYACUCHO,7
01 Mar,301,2020,2020-03-01,HUANCAVELICA,6
01 Mar,301,2020,2020-03-01,MOQUEGUA,4
01 Mar,301,2020,2020-03-01,CUSCO,26
01 Mar,301,2020,2020-03-01,AREQUIPA,18
01 Mar,301,2021,2021-03-01,EXTRANJERO,1
01 Mar,301,2021,2021-03-01,MADRE DE DIOS,3
01 Mar,301,2021,2021-03-01,PIURA,30
01 Mar,301,2021,2021-03-01,LIMA,540
01 Mar,301,2021,2021-03-01,AMAZONAS,6
01 Mar,301,2021,2021-03-01,AREQUIPA,45
01 Mar,301,2021,2021-03-01,AYACUCHO,18
01 Mar,301,2021,2021-03-01,CALLAO,52
01 Mar,301,2021,2021-03-01,CUSCO,51
01 Mar,301,2021,2021-03-01,LORETO,23
01 Mar,301,2021,2021-03-01,MOQUEGUA,6
01 Mar,301,2021,2021-03-01,HUANCAVELICA,16
01 Mar,301,2021,2021-03-01,CAJAMARCA,21
01 Mar,301,2021,2021-03-01,LAMBAYEQUE,14
01 Mar,301,2021,2021-03-01,PASCO,8
01 Mar,301,2021,2021-03-01,TUMBES,4
01 Mar,301,2021,2021-03-01,PUNO,45
01 Mar,301,2021,2021-03-01,TACNA,15
01 Mar,301,2021,2021-03-01,SAN MARTIN,20
01 Mar,301,2021,2021-03-01,LA LIBERTAD,48
01 Mar,301,2021,2021-03-01,ANCASH,36
01 Mar,301,2021,2021-03-01,UCAYALI,7
01 Mar,301,2021,2021-03-01,APURIMAC,12
01 Mar,301,2021,2021-03-01,HUANUCO,15
01 Mar,301,2021,2021-03-01,ICA,31
01 Mar,301,2021,2021-03-01,JUNIN,46
02 Mar,302,2017,2017-03-02,ANCASH,12
02 Mar,302,2017,2017-03-02,TACNA,5
02 Mar,302,2017,2017-03-02,LORETO,4
02 Mar,302,2017,2017-03-02,CUSCO,7
02 Mar,302,2017,2017-03-02,TUMBES,1
02 Mar,302,2017,2017-03-02,PASCO,5
02 Mar,302,2017,2017-03-02,LAMBAYEQUE,33
02 Mar,302,2017,2017-03-02,PUNO,19
02 Mar,302,2017,2017-03-02,UCAYALI,2
02 Mar,302,2017,2017-03-02,AMAZONAS,6
02 Mar,302,2017,2017-03-02,MOQUEGUA,2
02 Mar,302,2017,2017-03-02,CAJAMARCA,5
02 Mar,302,2017,2017-03-02,LA LIBERTAD,34
02 Mar,302,2017,2017-03-02,AREQUIPA,13
02 Mar,302,2017,2017-03-02,SIN REGISTRO,1
02 Mar,302,2017,2017-03-02,AYACUCHO,2
02 Mar,302,2017,2017-03-02,LIMA,85
02 Mar,302,2017,2017-03-02,CALLAO,19
02 Mar,302,2017,2017-03-02,PIURA,11
02 Mar,302,2017,2017-03-02,JUNIN,12
02 Mar,302,2017,2017-03-02,ICA,4
02 Mar,302,2017,2017-03-02,HUANCAVELICA,6
02 Mar,302,2017,2017-03-02,SAN MARTIN,5
02 Mar,302,2017,2017-03-02,HUANUCO,7
02 Mar,302,2017,2017-03-02,APURIMAC,3
02 Mar,302,2018,2018-03-02,APURIMAC,5
02 Mar,302,2018,2018-03-02,MOQUEGUA,1
02 Mar,302,2018,2018-03-02,UCAYALI,7
02 Mar,302,2018,2018-03-02,AREQUIPA,16
02 Mar,302,2018,2018-03-02,HUANCAVELICA,6
02 Mar,302,2018,2018-03-02,AYACUCHO,2
02 Mar,302,2018,2018-03-02,LAMBAYEQUE,10
02 Mar,302,2018,2018-03-02,ANCASH,10
02 Mar,302,2018,2018-03-02,CUSCO,21
02 Mar,302,2018,2018-03-02,PIURA,19
02 Mar,302,2018,2018-03-02,CALLAO,17
02 Mar,302,2018,2018-03-02,LIMA,70
02 Mar,302,2018,2018-03-02,HUANUCO,3
02 Mar,302,2018,2018-03-02,JUNIN,12
02 Mar,302,2018,2018-03-02,ICA,11
02 Mar,302,2018,2018-03-02,MADRE DE DIOS,1
02 Mar,302,2018,2018-03-02,SAN MARTIN,9
02 Mar,302,2018,2018-03-02,CAJAMARCA,6
02 Mar,302,2018,2018-03-02,PASCO,2
02 Mar,302,2018,2018-03-02,TACNA,4
02 Mar,302,2018,2018-03-02,AMAZONAS,2
02 Mar,302,2018,2018-03-02,LA LIBERTAD,16
02 Mar,302,2018,2018-03-02,TUMBES,4
02 Mar,302,2018,2018-03-02,LORETO,6
02 Mar,302,2018,2018-03-02,PUNO,10
02 Mar,302,2019,2019-03-02,LA LIBERTAD,24
02 Mar,302,2019,2019-03-02,AYACUCHO,3
02 Mar,302,2019,2019-03-02,AREQUIPA,27
02 Mar,302,2019,2019-03-02,AMAZONAS,4
02 Mar,302,2019,2019-03-02,JUNIN,20
02 Mar,302,2019,2019-03-02,TUMBES,6
02 Mar,302,2019,2019-03-02,SAN MARTIN,8
02 Mar,302,2019,2019-03-02,TACNA,4
02 Mar,302,2019,2019-03-02,CAJAMARCA,15
02 Mar,302,2019,2019-03-02,LORETO,7
02 Mar,302,2019,2019-03-02,HUANCAVELICA,8
02 Mar,302,2019,2019-03-02,MOQUEGUA,3
02 Mar,302,2019,2019-03-02,UCAYALI,8
02 Mar,302,2019,2019-03-02,PUNO,11
02 Mar,302,2019,2019-03-02,CUSCO,19
02 Mar,302,2019,2019-03-02,ANCASH,25
02 Mar,302,2019,2019-03-02,ICA,21
02 Mar,302,2019,2019-03-02,APURIMAC,1
02 Mar,302,2019,2019-03-02,HUANUCO,10
02 Mar,302,2019,2019-03-02,LIMA,97
02 Mar,302,2019,2019-03-02,CALLAO,11
02 Mar,302,2019,2019-03-02,EXTRANJERO,2
02 Mar,302,2019,2019-03-02,MADRE DE DIOS,2
02 Mar,302,2019,2019-03-02,PIURA,22
02 Mar,302,2020,2020-03-02,CUSCO,18
02 Mar,302,2020,2020-03-02,LAMBAYEQUE,3
02 Mar,302,2020,2020-03-02,AREQUIPA,20
02 Mar,302,2020,2020-03-02,HUANCAVELICA,5
02 Mar,302,2020,2020-03-02,AYACUCHO,4
02 Mar,302,2020,2020-03-02,APURIMAC,3
02 Mar,302,2020,2020-03-02,JUNIN,20
02 Mar,302,2020,2020-03-02,TUMBES,2
02 Mar,302,2020,2020-03-02,HUANUCO,8
02 Mar,302,2020,2020-03-02,PUNO,15
02 Mar,302,2020,2020-03-02,ICA,7
02 Mar,302,2020,2020-03-02,SAN MARTIN,7
02 Mar,302,2020,2020-03-02,UCAYALI,5
02 Mar,302,2020,2020-03-02,CALLAO,13
02 Mar,302,2020,2020-03-02,PIURA,10
02 Mar,302,2020,2020-03-02,MOQUEGUA,3
02 Mar,302,2020,2020-03-02,ANCASH,13
02 Mar,302,2020,2020-03-02,LA LIBERTAD,17
02 Mar,302,2020,2020-03-02,AMAZONAS,1
02 Mar,302,2020,2020-03-02,TACNA,1
02 Mar,302,2020,2020-03-02,LIMA,125
02 Mar,302,2020,2020-03-02,LORETO,7
02 Mar,302,2020,2020-03-02,MADRE DE DIOS,3
02 Mar,302,2020,2020-03-02,CAJAMARCA,13
02 Mar,302,2021,2021-03-02,AREQUIPA,45
02 Mar,302,2021,2021-03-02,ANCASH,32
02 Mar,302,2021,2021-03-02,CUSCO,46
02 Mar,302,2021,2021-03-02,APURIMAC,15
02 Mar,302,2021,2021-03-02,LIMA,550
02 Mar,302,2021,2021-03-02,AYACUCHO,14
02 Mar,302,2021,2021-03-02,AMAZONAS,5
02 Mar,302,2021,2021-03-02,CALLAO,44
02 Mar,302,2021,2021-03-02,MOQUEGUA,2
02 Mar,302,2021,2021-03-02,CAJAMARCA,31
02 Mar,302,2021,2021-03-02,HUANCAVELICA,5
02 Mar,302,2021,2021-03-02,LAMBAYEQUE,17
02 Mar,302,2021,2021-03-02,MADRE DE DIOS,3
02 Mar,302,2021,2021-03-02,LORETO,30
02 Mar,302,2021,2021-03-02,TACNA,8
02 Mar,302,2021,2021-03-02,PASCO,5
02 Mar,302,2021,2021-03-02,SAN MARTIN,18
02 Mar,302,2021,2021-03-02,LA LIBERTAD,46
02 Mar,302,2021,2021-03-02,TUMBES,11
02 Mar,302,2021,2021-03-02,JUNIN,39
02 Mar,302,2021,2021-03-02,PUNO,30
02 Mar,302,2021,2021-03-02,ICA,42
02 Mar,302,2021,2021-03-02,UCAYALI,10
02 Mar,302,2021,2021-03-02,HUANUCO,7
02 Mar,302,2021,2021-03-02,PIURA,33
02 Mar,302,2021,2021-03-02,SIN REGISTRO,1
03 Mar,303,2017,2017-03-03,HUANUCO,8
03 Mar,303,2017,2017-03-03,APURIMAC,5
03 Mar,303,2017,2017-03-03,UCAYALI,3
03 Mar,303,2017,2017-03-03,PUNO,14
03 Mar,303,2017,2017-03-03,ICA,7
03 Mar,303,2017,2017-03-03,LA LIBERTAD,38
03 Mar,303,2017,2017-03-03,ANCASH,9
03 Mar,303,2017,2017-03-03,SAN MARTIN,6
03 Mar,303,2017,2017-03-03,LORETO,4
03 Mar,303,2017,2017-03-03,HUANCAVELICA,3
03 Mar,303,2017,2017-03-03,LAMBAYEQUE,24
03 Mar,303,2017,2017-03-03,TACNA,1
03 Mar,303,2017,2017-03-03,CAJAMARCA,10
03 Mar,303,2017,2017-03-03,MOQUEGUA,3
03 Mar,303,2017,2017-03-03,TUMBES,4
03 Mar,303,2017,2017-03-03,PASCO,3
03 Mar,303,2017,2017-03-03,AMAZONAS,3
03 Mar,303,2017,2017-03-03,AREQUIPA,20
03 Mar,303,2017,2017-03-03,JUNIN,25
03 Mar,303,2017,2017-03-03,CUSCO,13
03 Mar,303,2017,2017-03-03,AYACUCHO,1
03 Mar,303,2017,2017-03-03,PIURA,9
03 Mar,303,2017,2017-03-03,LIMA,79
03 Mar,303,2017,2017-03-03,CALLAO,15
03 Mar,303,2018,2018-03-03,CALLAO,9
03 Mar,303,2018,2018-03-03,HUANUCO,9
03 Mar,303,2018,2018-03-03,LIMA,89
03 Mar,303,2018,2018-03-03,PIURA,25
03 Mar,303,2018,2018-03-03,ICA,9
03 Mar,303,2018,2018-03-03,PUNO,15
03 Mar,303,2018,2018-03-03,JUNIN,9
03 Mar,303,2018,2018-03-03,ANCASH,14
03 Mar,303,2018,2018-03-03,LA LIBERTAD,13
03 Mar,303,2018,2018-03-03,EXTRANJERO,2
03 Mar,303,2018,2018-03-03,LORETO,4
03 Mar,303,2018,2018-03-03,AMAZONAS,4
03 Mar,303,2018,2018-03-03,TACNA,2
03 Mar,303,2018,2018-03-03,CAJAMARCA,13
03 Mar,303,2018,2018-03-03,TUMBES,1
03 Mar,303,2018,2018-03-03,MADRE DE DIOS,2
03 Mar,303,2018,2018-03-03,MOQUEGUA,2
03 Mar,303,2018,2018-03-03,AREQUIPA,18
03 Mar,303,2018,2018-03-03,AYACUCHO,7
03 Mar,303,2018,2018-03-03,LAMBAYEQUE,8
03 Mar,303,2018,2018-03-03,CUSCO,17
03 Mar,303,2018,2018-03-03,UCAYALI,5
03 Mar,303,2018,2018-03-03,SAN MARTIN,10
03 Mar,303,2018,2018-03-03,HUANCAVELICA,6
03 Mar,303,2018,2018-03-03,APURIMAC,6
03 Mar,303,2019,2019-03-03,CALLAO,16
03 Mar,303,2019,2019-03-03,PIURA,26
03 Mar,303,2019,2019-03-03,LIMA,104
03 Mar,303,2019,2019-03-03,APURIMAC,7
03 Mar,303,2019,2019-03-03,AMAZONAS,2
03 Mar,303,2019,2019-03-03,CUSCO,21
03 Mar,303,2019,2019-03-03,AREQUIPA,21
03 Mar,303,2019,2019-03-03,ANCASH,18
03 Mar,303,2019,2019-03-03,AYACUCHO,5
03 Mar,303,2019,2019-03-03,LORETO,8
03 Mar,303,2019,2019-03-03,HUANCAVELICA,6
03 Mar,303,2019,2019-03-03,PASCO,1
03 Mar,303,2019,2019-03-03,CAJAMARCA,12
03 Mar,303,2019,2019-03-03,MOQUEGUA,1
03 Mar,303,2019,2019-03-03,TACNA,2
03 Mar,303,2019,2019-03-03,TUMBES,6
03 Mar,303,2019,2019-03-03,PUNO,14
03 Mar,303,2019,2019-03-03,SAN MARTIN,14
03 Mar,303,2019,2019-03-03,HUANUCO,8
03 Mar,303,2019,2019-03-03,LA LIBERTAD,17
03 Mar,303,2019,2019-03-03,ICA,15
03 Mar,303,2019,2019-03-03,UCAYALI,6
03 Mar,303,2019,2019-03-03,JUNIN,24
03 Mar,303,2020,2020-03-03,CUSCO,18
03 Mar,303,2020,2020-03-03,APURIMAC,6
03 Mar,303,2020,2020-03-03,PASCO,3
03 Mar,303,2020,2020-03-03,LORETO,3
03 Mar,303,2020,2020-03-03,SAN MARTIN,10
03 Mar,303,2020,2020-03-03,TUMBES,6
03 Mar,303,2020,2020-03-03,HUANUCO,14
03 Mar,303,2020,2020-03-03,AMAZONAS,2
03 Mar,303,2020,2020-03-03,MOQUEGUA,4
03 Mar,303,2020,2020-03-03,PUNO,11
03 Mar,303,2020,2020-03-03,JUNIN,20
03 Mar,303,2020,2020-03-03,LA LIBERTAD,20
03 Mar,303,2020,2020-03-03,AYACUCHO,5
03 Mar,303,2020,2020-03-03,EXTRANJERO,3
03 Mar,303,2020,2020-03-03,CAJAMARCA,6
03 Mar,303,2020,2020-03-03,MADRE DE DIOS,2
03 Mar,303,2020,2020-03-03,PIURA,15
03 Mar,303,2020,2020-03-03,LIMA,128
03 Mar,303,2020,2020-03-03,CALLAO,15
03 Mar,303,2020,2020-03-03,TACNA,2
03 Mar,303,2020,2020-03-03,ICA,12
03 Mar,303,2020,2020-03-03,HUANCAVELICA,2
03 Mar,303,2020,2020-03-03,LAMBAYEQUE,2
03 Mar,303,2020,2020-03-03,UCAYALI,4
03 Mar,303,2020,2020-03-03,AREQUIPA,23
03 Mar,303,2020,2020-03-03,ANCASH,24
03 Mar,303,2021,2021-03-03,CALLAO,39
03 Mar,303,2021,2021-03-03,LAMBAYEQUE,12
03 Mar,303,2021,2021-03-03,AREQUIPA,37
03 Mar,303,2021,2021-03-03,APURIMAC,9
03 Mar,303,2021,2021-03-03,MOQUEGUA,4
03 Mar,303,2021,2021-03-03,AYACUCHO,19
03 Mar,303,2021,2021-03-03,ANCASH,35
03 Mar,303,2021,2021-03-03,AMAZONAS,2
03 Mar,303,2021,2021-03-03,ICA,39
03 Mar,303,2021,2021-03-03,CUSCO,40
03 Mar,303,2021,2021-03-03,UCAYALI,8
03 Mar,303,2021,2021-03-03,PIURA,53
03 Mar,303,2021,2021-03-03,LIMA,569
03 Mar,303,2021,2021-03-03,TACNA,9
03 Mar,303,2021,2021-03-03,MADRE DE DIOS,5
03 Mar,303,2021,2021-03-03,EXTRANJERO,1
03 Mar,303,2021,2021-03-03,HUANCAVELICA,15
03 Mar,303,2021,2021-03-03,CAJAMARCA,20
03 Mar,303,2021,2021-03-03,HUANUCO,26
03 Mar,303,2021,2021-03-03,PASCO,5
03 Mar,303,2021,2021-03-03,SAN MARTIN,20
03 Mar,303,2021,2021-03-03,TUMBES,5
03 Mar,303,2021,2021-03-03,JUNIN,40
03 Mar,303,2021,2021-03-03,LA LIBERTAD,55
03 Mar,303,2021,2021-03-03,PUNO,45
03 Mar,303,2021,2021-03-03,LORETO,21
04 Mar,304,2017,2017-03-04,HUANUCO,7
04 Mar,304,2017,2017-03-04,LA LIBERTAD,24
04 Mar,304,2017,2017-03-04,PUNO,20
04 Mar,304,2017,2017-03-04,HUANCAVELICA,9
04 Mar,304,2017,2017-03-04,LAMBAYEQUE,27
04 Mar,304,2017,2017-03-04,TUMBES,2
04 Mar,304,2017,2017-03-04,CAJAMARCA,4
04 Mar,304,2017,2017-03-04,TACNA,1
04 Mar,304,2017,2017-03-04,UCAYALI,5
04 Mar,304,2017,2017-03-04,MOQUEGUA,2
04 Mar,304,2017,2017-03-04,SAN MARTIN,5
04 Mar,304,2017,2017-03-04,LIMA,76
04 Mar,304,2017,2017-03-04,APURIMAC,1
04 Mar,304,2017,2017-03-04,CUSCO,10
04 Mar,304,2017,2017-03-04,ANCASH,12
04 Mar,304,2017,2017-03-04,AYACUCHO,2
04 Mar,304,2017,2017-03-04,AREQUIPA,21
04 Mar,304,2017,2017-03-04,CALLAO,13
04 Mar,304,2017,2017-03-04,PIURA,5
04 Mar,304,2017,2017-03-04,AMAZONAS,3
04 Mar,304,2017,2017-03-04,LORETO,1
04 Mar,304,2017,2017-03-04,ICA,8
04 Mar,304,2017,2017-03-04,JUNIN,14
04 Mar,304,2017,2017-03-04,PASCO,2
04 Mar,304,2018,2018-03-04,SAN MARTIN,6
04 Mar,304,2018,2018-03-04,APURIMAC,1
04 Mar,304,2018,2018-03-04,CUSCO,15
04 Mar,304,2018,2018-03-04,ANCASH,11
